COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
R4A(83),orange,INCRPROP,GAMERGATE,Twelve,,,,,,,,,32.00,1.00,,,,18.00,5.00,8.00,NONE,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,12.466,408951.00,14.92,5848615.00,17.482,15168278.00,19.601;19.668,849718.00,12972370.00,13822088.00,20.009,12993607.00,20.439,49288157.00,22.117;22.174,64674373.00,21098436.00,85772809.00,22.899,168076224.00,24.498;24.547,95051052.00,22984218,118035270.00,25.177,84081253.00,25.547,91396901.00,26.714;26.771,20415828.00,18502755.00,38918583.00,27.345,32866956.00,27.694,95265901.00,29.695,27286615.00,1298814405.00,
R4A(83),yellow,INCRPROP,GAMERGATE,Twelve,,,,2.73,2.73,6.00,1.00,1.00,32.00,1.00,,,,18.00,5.00,8.00,1/5/20,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.907,879022.00,17.454,3178340.00,19.574;19.643,2827223.00,768707.00,3595930.00,19.979,3897752.00,20.392,13607276.00,22.065;22.129,15961945.00,6434376.00,22396321.00,22.83,34119800.00,24.441;24.496,22530963.00,7972141,30503104.00,25.125,19815476.00,25.489,28780700.00,26.671;26.731,6424934.00,5971930.00,12396864.00,27.303,9862091.00,27.637,31732466.00,29.655,7400469.00,338027256.00,
R4A(83),white-pink-white,INCRPROP,GAMERGATE,Twelve,,,,2.81,2.81,3.00,1.00,1.00,32.00,1.00,,,,18.00,5.00,8.00,1/5/20,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,approx 12.5,0.00,14.908,1288596.00,17.46,5298297.00,19.578;19.651,3286126.00,1137451.00,4423577.00,19.991,9246753.00,20.403,20507668.00,22.073;22.137,21867872.00,8770121.00,30637993.00,22.851,61171510.00,24.451;24.506,34474915.00,11172962,45647877.00,25.14,31798666.00,25.495,32676811.00,26.68;26.742,7887156.00,8796032.00,16683188.00,27.315,14411258.00,27.643,35815916.00,29.663,10525250.00,419961038.00,high threshold for c23
F21/1,orange,SAMEPROP,GAMERGATE,Twelve,,,,,,5.00,1.00,1.00,77.00,31.00,,,,18.00,1.00,12.00,1/5/20,1/5/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.907,680371.00,17.456,3960136.00,19.573;19.647,3019711.00,891003.00,3910714.00,19.985,5943417.00,20.395,15345126.00,22.065;22.130,16177071.00,6215904.00,22392975.00,22.827,29477367.00,24.442;24.499,25972415.00,8798871,34771286.00,25.128,24345532.00,25.493,31769922.00,26.672;26.735,6626408.00,6659522.00,13285930.00,27.306,10203179.00,27.63,23258076.00,29.656,1025868.00,312442616.00,
47BC/2,yellow-green-magenta,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.92,435148.00,17.462,1333839.00,19.586;19.655,2799633.00,1129108.00,3928741.00,19.989,2712201.00,20.391,7225786.00,22.069;22.137,15080728.00,6869524.00,21950252.00,22.822,20847313.00,24.438;24.498,15842375.00,7161980,23004355.00,25.113,7467876.00,25.481,18454007.00,26.666;26.733,1861908.00,3213518.00,5075426.00,27.294,1480431.00,27.616,9752879.00,29.666,3417119.00,144077227.00,indirect inference: c25
47BC/2,green-orange-yellow,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,undetected,0.00,17.452,729323.00,19.571;19.644,806283.00,453170.00,1259453.00,19.976,2619946.00,20.376,2557163.00,22.052;22.122,7576872.00,3720270.00,11297142.00,22.802,10428490.00,24.421;24.487,12220984.00,5566002,17786986.00,25.104,4631648.00,25.469,13009029.00,26.657;26.723,1805190.00,2788710.00,4593900.00,27.285,1161749.00,27.608,7512232.00,29.654,2641252.00,94318507.00,indirect inference: mec35
47BC/2,green-yellow-magenta,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.917,735928.00,17.462,2414960.00,19.586;19.656,3227600.00,1361712.00,4589312.00,19.996,6242881.00,20.393,7699274.00,22.080;22.147,23146960.00,10407169.00,33554129.00,22.833,29846085.00,24.452;24.51,30298644.00,12229484,42528128.00,25.121,10765625.00,25.499,34825503.00,26.668;26.736,2693105.00,4273734.00,6966839.00,27.299,2324258.00,27.626,18579259.00,29.659,6639356.00,242191294.00,
47BC/2,yellow-orange-blue,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,1/6/20,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetected,0.00,14.931,215683.00,17.47,744278.00,19.588;19.660,1210669.00,417281.00,1627950.00,19.992,1759217.00,20.394,4127598.00,22.067;22.135,7806288.00,3560544.00,11366832.00,22.82,14848379.00,24.435;24.498,11130871.00,4651548,15782419.00,25.116,6321274.00,25.486,17543405.00,26.671;26.733,1520228.00,2472812.00,3993040.00,27.304,1972008.00,27.623,10144445.00,29.662,3457583.00,126489477.00,"indirect inference, c25alkane"
47BC/2,yellow-blue-magenta,INCRPROP,unclear,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,12.463,485207.00,14.916,5043313.00,17.469,9418948.00,19.581;19.655,2466243.00,1867588.00,4333831.00,19.989,4810253.00,20.388,4469569.00,22.060;22.133,5409365.00,5587491.00,10996856.00,22.808,7721797.00,24.418;24.493,2552450.00,5999985,8552435.00,25.103,2481280.00,25.466,5771138.00,26.73,2803720.00,0.00,2803720.00,27.301,672613.00,27.614,2973457.00,29.665,911749.00,82841485.00,
47BC/2,yellow-magenta-blue,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.902,683237.00,17.447,2277007.00,19.568;19.64,2197109.00,1196310.00,3393419.00,19.976,5321234.00,20.375,6302901.00,22.060;22.124,18482847.00,8090395.00,26573242.00,22.814,25538734.00,24.433;24.494,26451955.00,10884798,37336753.00,25.102,9239948.00,25.475,23995366.00,26.657;26.723,3576000.00,5577158.00,9153158.00,27.283,1409603.00,27.606,13299772.00,29.678,4692308.00,195066500.00,
47BC/2,yellow-green-blue,INCRPROP,GAMERGATE,Twelve,1.00,1.00,,2.58,2.58,3.00,1.00,1.00,25.00,5.00,,,,18.00,6.00,14.00,1/6/20,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,undetectable,0.00,14.907,597585.00,17.452,1518558.00,19.573;19.645,3527301.00,1261802.00,4789103.00,19.978,2940852.00,20.38,6645857.00,22.061;22.129,16013080.00,6206142.00,22219222.00,22.807,16981656.00,24.425;24.488,15457545.00,6082425,21539970.00,25.1,5178038.00,25.466,12792892.00,26.658;26.725,2006596.00,3037078.00,5043674.00,27.285,1076059.00,27.607,6888297.00,29.663,2200114.00,127173633.00,
47BC/2,blue-yellow-magenta,INCRPROP,REVERT,Twelve,1.00,1.00,,,,,,,25.00,5.00,,,,18.00,6.00,14.00,NONE,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,12.459,498893.00,14.902,960660.00,17.453,2275533.00,19.581;19.65,6585465.00,2240168.00,8825633.00,19.98,4044092.00,20.386,9376599.00,22.076;22.138,28264443.00,11522825.00,39787268.00,22.819,23972405.00,24.440;24.499,23280592.00,9755553,33036145.00,25.108,6828652.00,25.482,24467722.00,26.660;26.73,2385860.00,3775413.00,6161273.00,27.29,1391653.00,27.611,12770417.00,29.65,4142494.00,211437606.00,"indirect inference, c23 alkane"
R15A(118),Orange,SAMEPROP,GAMERGATE,Twelve,,,,2.86,2.86,6.00,1.00,1.00,89.00,20.00,,,,18.00,2.00,24.00,1/6/20,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,12.471,8196271.00,14.931,12907513.00,17.485,12367710.00,19.597;19.672,5385605.00,1691389.00,7076994.00,20.009,9066671.00,20.417,17506105.00,22.088;22.154,20577427.00,8757565.00,29334992.00,22.857,46916343.00,24.472;24.53,46414755.00,14422602,60837357.00,25.155,41029122.00,25.535,63770494.00,26.701;26.760,10385468.00,10840229.00,21225697.00,27.334,16201578.00,27.684,73521136.00,29.682,15123011.00,726752841.00,
R15A(118),Yellow-Orange-Yellow,SAMEPROP,GAMERGATE,Twelve,,,,2.79,2.79,6.00,1.00,1.00,89.00,20.00,,,,18.00,2.00,24.00,1/6/20,1/6/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.74,14.99,16.26,17.54,18.81,20.07,21.31,22.52,23.70,24.85,25.98,27.07,28.13,29.17,30.21,200102_ALKSTD_C20_C39_PENTANE,12.466,1034470.00,14.92,1021023.00,17.47,2394376.00,19.590;19.660,3316444.00,797787.00,4114231.00,19.996,2771108.00,20.401,10404273.00,22.070;22.135,10150598.00,4391597.00,14542195.00,22.829,21751866.00,24.442;24.501,16589412.00,5877616,22467028.00,25.125,13786363.00,25.488,18382694.00,26.673; 26.739,3454816.00,3995482.00,7450298.00,27.309,5061729.00,27.632,17284306.00,29.66,3365797.00,180826709.00,
R4A(83)B,pink-white-blue,SAMEPROP,GAMERGATE,Twelve,1.00,,1.00,2.84,2.84,6.00,1.00,1.00,51.00,11.00,,,,13.00,2.00,22.00,3/9/20,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.88,223307.00,17.421,987653.00,19.541;19.613,1180943.00,458550.00,1639493.00,19.947,2156037.00,20.348,5929429.00,22.026;22.090,9743460.00,3629953.00,13373413.00,22.782,18854109.00,24.403;24.459,20551914.00,6068619,26620533.00,25.084,15050913.00,25.444,17741724.00,26.642;26.698,7821136.00,6067663.00,13888799.00,27.266,7543962.00,27.595,23362869.00,29.617,4424560.00,252158556.00,"indirect inference, c25 alkane"
R4A(83)B,blue-pink-white,SAMEPROP,GAMERGATE,Twelve,1.00,,1.00,2.72,2.72,6.00,1.00,1.00,51.00,11.00,,,,13.00,2.00,22.00,3/9/20,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.895,1397277.00,17.443,5265289.00,19.565;19.635,6294610.00,2268130.00,8562740.00,19.973,7169209.00,20.381,17199096.00,22.056;22.116,25230056.00,7631091.00,32861147.00,22.819,43184233.00,24.432;24.484,36108453.00,9902158,46010611.00,25.111,25134279.00,25.47,32614234.00,26.655;26.717,9467545.00,6955673.00,16423218.00,27.285,10115497.00,27.61,25847376.00,29.637,4225569.00,356170804.00,
SAFC 9,orange,INCRPROP,GAMERGATE,Twelve,,1.00,,2.91,2.91,3.00,1.00,1.00,37.00,4.00,,,,13.00,5.00,12.00,3/9/20,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,12.443,263493.00,14.902,606592.00,17.447,1922786.00,19.566;19.641,2229868.00,696432.00,2926300.00,19.971,2261898.00,20.374,5766442.00,22.047;22.115,9417104.00,3882615.00,13299719.00,22.803,17088593.00,24.417;24.477,15146904.00,5995703,21142607.00,25.098,10224248.00,25.459,14251428.00,26.651;26.712,4564969.00,4820573.00,9385542.00,27.28,4010294.00,27.596,11942928.00,29.635,5284602.00,187658579.00,indirect inference: c23
SAFC 9,pink,INCRPROP,GAMERGATE,Twelve,,1.00,,2.80,2.80,4.00,1.00,1.00,37.00,4.00,,,,13.00,5.00,12.00,3/9/20,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.878,773696.00,17.424,3370956.00,19.544;19.616,2297454.00,752540.00,3049994.00,19.953,5656075.00,20.353,9196948.00,22.028;22.095,12165318.00,5079920.00,17245238.00,22.791,28924521.00,24.401;24.461,18340434.00,6901612,25242046.00,25.087,20883116.00,25.448,23661594.00,26.632;26.694,4449141.00,4383979.00,8833120.00,27.267,7265846.00,27.584,15109781.00,29.628,5367310.00,206349486.00,
SAFC 9,yellow,INCRPROP,GAMERGATE,Twelve,,1.00,,,,,,,37.00,4.00,,,,13.00,5.00,12.00,NONE,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,approx 14.9,0.00,17.424,739364.00,19.541,299193.00,,299193.00,19.948,1568766.00,20.346,2674875.00,22.017;22.085,4137106.00,1724465.00,5861571.00,22.774,10930112.00,24.389;24.449,8080835.00,2870206,10951041.00,25.07,7784033.00,25.434,8289434.00,26.626;26.691,1857498.00,1631975.00,3489473.00,27.26,2606169.00,27.576,6347927.00,29.647,2317635.00,70220104.00,high threshold; c27alkane
SAFC 9,blue(-/pnk),INCRPROP,REVERT,Twelve,,1.00,,,,,,,37.00,4.00,,,,13.00,5.00,12.00,NONE,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.88,1373888.00,17.427,3953283.00,19.544;19.525,999635.00,6473942.00,7473577.00,19.949,1764688.00,20.351,4875231.00,22.024;22.096,1790987.00,6351363.00,8142350.00,22.765,5141088.00,24.449,2018968.00,0,2018968.00,25.079,2603788.00,25.431,2251497.00,26.7,444079.00,0.00,444079.00,27.277,902040.00,27.599,1606134.00,29.685,783944.00,45526627.00,"indirect inference, dimec35"
SAFC 9,white,INCRPROP,REVERT,Twelve,,1.00,,,,,,,37.00,4.00,,,,13.00,5.00,12.00,NONE,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.884,2981055.00,17.433,5089950.00,19.549;19.629,546897.00,6284982.00,6831879.00,19.952,1270284.00,20.359,7177264.00,22.025;22.090,497631.00,1318224.00,1815855.00,22.768,3132984.00,24.381;24.45,634005.00,516095,1150100.00,25.08,1259341.00,25.436,371781.00,26.692,385520.00,0.00,385520.00,27.262,507768.00,27.574,1576676.00,29.63,764146.00,48813231.00,"indirect inference, mec35, dimec35"
SAFC 9,green-white-green,INCRPROP,GAMERGATE,Twelve,,1.00,,,,,,,37.00,4.00,,,,13.00,5.00,12.00,NONE,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,approx 14.9,0.00,17.431,269482.00,approx. 19.5,0.00,,0.00,19.953,994078.00,20.349,1051925.00,22.018;22.089,1466169.00,922598.00,2388767.00,22.771,5874276.00,24.383;24.453,4385085.00,1914804,6299889.00,25.071,4529403.00,25.435,5440539.00,26.625;26.698,1213692.00,1658928.00,2872620.00,27.261,1748212.00,27.579,4720937.00,29.631,1981994.00,45863331.00,"high threshold, c25alkane, c29alkene; indirect inference, c27 alkane"
SAFC 9,orange-yellow-orange,INCRPROP,GAMERGATE,Twelve,,1.00,,,,,,,37.00,4.00,,,,13.00,5.00,12.00,NONE,3/9/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,14.898,451883.00,17.439,1768338.00,19.556;19.629,1410952.00,444485.00,1855437.00,19.961,1835361.00,20.364,5212261.00,22.036;22.104,6949643.00,3190260.00,10139903.00,22.792,16209595.00,24.404;24.467,11647468.00,4429518,16076986.00,25.087,10971154.00,25.451,12650651.00,26.641;26.702,3172722.00,3125058.00,6297780.00,27.269,3753597.00,27.589,9013870.00,29.625,3825512.00,146583968.00,
51 A/2(+)(99B),green,INCRPROP,GAMERGATE,Twelve,,,,2.63,2.63,7.00,0.00,1.00,47.00,13.00,,,,13.00,8.00,12.00,3/10/20,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,undetectable,0.00,17.423,798613.00,19.538,534098.00,0.00,534098.00,19.941,1881553.00,20.344,4901026.00,22.013;22.081,4547452.00,1760972.00,6308424.00,22.769,10973047.00,24.385;24.443,8811481.00,2936224,11747705.00,25.07,7692757.00,25.437,14065651.00,26.619;26.683,2045582.00,1857010.00,3902592.00,27.26,2911336.00,27.575,9728916.00,29.61,2796681.00,109377404.00,
51 A/2(+)(99B),orange-blue-orange,INCRPROP,GAMERGATE,Twelve,,,,2.90,2.90,7.00,1.00,1.00,47.00,13.00,,,,13.00,8.00,12.00,3/10/20,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,undetectable,0.00,undetectable,0.00,17.438,898135.00,19.556,514822.00,0.00,514822.00,19.957,2077564.00,20.361,4827067.00,22.028;22.097,4551194.00,1880920.00,6432114.00,22.784,12491630.00,24.399;24.463,8823071.00,3959652,12782723.00,25.093,9002825.00,25.464,25152291.00,26.635;26.7,2226284.00,3318332.00,5544616.00,27.269,2993521.00,27.592,14034145.00,29.646,2202571.00,126296600.00,
51 A/2(+)(99B),yellow,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,12.419,803269.00,14.881,11364899.00,17.451,29176036.00,19.561;19.626,19811089.00,6576199.00,26387288.00,19.969,17018247.00,20.414,85026454.00,22.083;22.142,83958850.00,30793139.00,114751989.00,22.855,151319146.00,24.454;24.505,95070685.00,23727805,118798490.00,25.133,74811318.00,25.517,126485488.00,26.660;26.720,16893872.00,16487162.00,33381034.00,27.297,32284904.00,27.646,96331420.00,29.643,27355153.00,1317162243.00,
51 A/2(+)(99B),white,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.871,641526.00,17.416,2695330.00,19.536;19.607,2168211.00,547214.00,2715425.00,19.949,8584171.00,20.349,9374008.00,22.025;22.088,16289205.00,4822358.00,21111563.00,22.785,28723984.00,24.410;24.463,37244083.00,8627941,45872024.00,25.089,21544515.00,25.461,41789069.00,26.638;26.701,11260300.00,9826008.00,21086308.00,27.268,11436036.00,27.596,34909547.00,29.619,11698273.00,381465470.00,"high threshold, c23alkane"
51 A/2(+)(99B),orange,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.872,1146044.00,17.417,3919709.00,19.537;19.609,2550220.00,674517.00,3224737.00,19.944,5425380.00,20.355,16149231.00,22.022;22.086,12679710.00,4740446.00,17420156.00,22.781,26292789.00,24.391;24.45,17907696.00,5898826,23806522.00,25.075,13033543.00,25.44,1546435.00,26.622;26.689,3549608.00,3914343.00,7463951.00,27.26,5093354.00,27.576,14357847.00,29.622,3536604.00,198326579.00,"high threshold, c23alkane"
51 A/2(+)(99B),blue,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.879,2030211.00,17.436,10693976.00,19.545;19.618,3212229.00,829077.00,4041306.00,19.966,15395555.00,20.366,19532515.00,22.034;22.098,16485201.00,5409636.00,21894837.00,22.799,34627505.00,24.405;24.463,22255110.00,6571898,28827008.00,25.088,17581309.00,25.459,30192957.00,26.632;26.698,4034355.00,4736508.00,8770863.00,27.267,6340877.00,27.589,19443536.00,29.616,5070208.00,300219637.00,"high threshold, c23alkane"
51 A/2(+)(99B),blue-white-blue,INCRPROP,GAMERGATE,Twelve,,,,,,,,,47.00,13.00,,,,13.00,8.00,12.00,NONE,3/10/20,HCS_SPME 2 columns Oct 2017.M,,12.53,13.73,14.97,16.24,17.51,18.78,20.03,21.26,22.47,23.65,24.80,25.92,27.01,28.08,29.13,30.18,200311_ALKSTDS_C20_C39_PENTANE,approx 12.5,0.00,14.879,2166253.00,17.436,11750732.00,19.548;19.622,3231010.00,1283963.00,4514973.00,19.973,21975800.00,20.374,24638488.00,22.041;22.107,22798172.00,9792132.00,32590304.00,22.818,63460995.00,24.434;24.492,58365860.00,20722342,79088202.00,25.119,51475176.00,25.495,78820815.00,26.656;26.722,16175902.00,17964953.00,34140855.00,27.288,18732893.00,27.62,57475245.00,29.642,24650371.00,748699341.00,"high threshold, c23alkane"
