COLONY,GAMMARK,TREATMENT,STATUS,Interval,Deadgams,REVERTGAM,NEWGAM,headwidth_mm,headwidth2,PHOTOYO,PHOTO_MATED,PHOTO_YB,TotalPupae,InitPupae,finallarvae,finaleggs,cricket,LATSAMPLE_60%,GAMSAMPLE,COLSIZESAMPLE,DSAMPLED,SPME,Method of GC/MS analysis for sample (not standard),,C23 RT,C24 RT,C25 RT,C26 RT,C27 RT,C28 RT,C29 RT,C30 RT,C31 RT,C32 RT,C33 RT,C34 RT,C35 RT,C36 RT,C37 RT,C38 RT,AlkStandard File?,"C23_ALKANE_RT (alkanes: base ions 57, 71, 85 and 99, M+, 324)",C23AREA,"C25_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 352)",C25AREA,"C27_ALKANE_RT(alkanes: base ions 57, 71, 85 and 99, M+, 380)",C27AREA,"C29ALKENE_RT (alkenes: base ions 57, 69, 83, 97, M+:406)",C29ALKENEAREA_A,C29ALKENEAREA_B,C29ALKENEAREA_TOT,"C29alkane_RT(alkanes: base ions 57, 71, 85 and 99, M+, 408)",C29AREA,"ME29_RT (mono-methylalkanes, alkanes base ions(99) and 197 and 253 for bond at C13, 225 for bond at C15 , m+, 422, but appears as M-15 of 407)",MEC29AREA,"C31alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 434)",C31ALKENEAREA_A,C31ALKENEAREA_B,C31ALKENEAREA_TOT,"ME31_RT (alk base ion, 99, plus for C13 bond, 197, 281, for C13, 225, 253, M+=450, but M-15 appears of 435)",ME31AREA,"C33Alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 462)",C33ALKENEAREA_A,C33ALKENEAREA_B,C33ALKENEAREA_TOT,"Me33_RT(alk base ion 99, c11 bond, 169, 337; c13, 197, 309; c15, 225, 281; c17, 253,plus M+= 478, but appears as M-15 of 463)",ME33AREA,"DimeC33_RT (alk base ions 99, plus, c7: 113, 407 and 281, 239 or 253,267; c11, 169, 197, 253,351;    c13, 323, 197 and 253,267 OR 225 and 295  , M+= 492, but appears as M-15 of 477)",DIMEC33AREA,"c35alkene_RT (alkenes: base ions 57, 69, 83, 97, M+: 490)",C35ALKENEAREA_A,C35ALKENEAREA_B,C35ALKENE_AREA_TOT,"mec35_RT (alk base 99, c13, 197, 337; c15, 225, 309; c17, 253, 281; M+=506, but appear as M-15 of 491)",MEC35AREA,"dimec35_RT (alk base ion 99, c7: 113,435, plus 239, 309 or 253, 295; c13, 197,351, plus 281, 267 or 225,323 or 197, 351  M+=520, but appears as M-15 of 505)",DIMEC35AREA,"RT of 13,23DimeC37 (base ions alkane (99), plus 197, 379, 225,351, M+=548, but M-15 appears of 533 )",1323Dimec37AREA,TOTALAREA,Index notes
SAFC17A,GOG,INCRPROP,GAMERGATE,Eighteen,,,,2.55,2.55,4.00,1.00,1.00,17.00,11.00,6.00,39.00,0.00,,5.00,8.00,8-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,UNDETECTABLE,0.00,16.42,2048943.00,19.082,4737991.00,"21.276, 21.346",6795496.00,1654120.00,8449616.00,21.681,3959474.00,22.103,23722800.00,"23.804, 23.867",21511727.00,7426769.00,28938496.00,24.567,44964593.00,"26.195, 26.255",15904976.00,4734927,20639903.00,26.883,14232040.00,27.251,20353789.00,"28.453, 28.513",2715822.00,2307007.00,5022829.00,29.09,7613078.00,29.412,19434398.00,31.742,3588763.00,289082803.00,
SAFC17A,OYO,INCRPROP,GAMERGATE,Eighteen,,,,2.28,2.28,5.00,1.00,1.00,17.00,11.00,6.00,39.00,0.00,,5.00,8.00,8-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.78--PRESUMED!,2175450.00,16.413,2175450.00,19.078,5832309.00,"21.267, 21.339",5553025.00,1978534.00,7531559.00,21.673,5574314.00,22.099,30084099.00,"23.798, 23.864",20818274.00,8627586.00,29445860.00,24.56,37363569.00,"26.189, 26.253",13066907.00,3802027,16868934.00,26.879,10088436.00,27.244,14532346.00,"28.448, 28.513",1761170.00,1246936.00,3008106.00,29.085,5003495.00,29.405,11941109.00,31.738,3103094.00,248589404.00,PRESUMED C23 FROM RT RELATIVE TO OTHER GAMS
SAFC17A,BOB,INCRPROP,GAMERGATE,Eighteen,,,,2.71,2.71,3.00,1.00,1.00,17.00,11.00,6.00,39.00,0.00,,5.00,8.00,8-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.792,600018.00,16.417,3753155.00,19.082,9464156.00,"21.270, 21.340",7352947.00,2390208.00,9743155.00,21.682,13255651.00,22.111,49692586.00,"23.813, 23.874",40008818.00,18729771.00,58738589.00,24.598,132357389.00,"26.221, 26.274",66714818.00,24343102,91057920.00,26.915,66802861.00,27.288,122213344.00,"28.469, 28.524",15784988.00,12625565.00,28410553.00,29.111,45198036.00,29.452,121503476.00,31.765,23197701.00,1245753520.00,
F32A,YBY,SAMEPROP,GAMERGATE,Eighteen,1.00,1.00,,2.78,2.78,5.00,1.00,1.00,59.00,9.00,7.00,16.00,0.00,,2.00,18.00,9-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.794,342127.00,16.42,2003567.00,19.084,6687572.00,"21.271, 21.346",4400485.00,2008290.00,6408775.00,21.681,7070854.00,22.098,20795697.00,"23.801, 23.871",19003967.00,12394058.00,31398025.00,24.565,40406862.00,"26.196, 26.258",15414344.00,8260852,23675196.00,26.881,3810018.00,27.253,25693380.00,"28.449, 28.518",2000863.00,2546140.00,4547003.00,29.088,5518191.00,29.408,12445209.00,31.742,1256803.00,270391285.00,
F32A,BYB,SAMEPROP,GAMERGATE,Eighteen,1.00,1.00,,2.69,2.69,4.00,1.00,1.00,59.00,9.00,7.00,16.00,0.00,,2.00,18.00,9-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.724-PRESUMED!,260925.00,16.419,1032092.00,19.08,2965726.00,"21.272, 21.344",3434521.00,1522267.00,4956788.00,21.678,3587698.00,22.099,16982097.00,"23.805, 23.871",19312332.00,11401499.00,30713831.00,24.568,37697724.00,"26.195, 26.258",15406704.00,6798124,22204828.00,26.882,11412579.00,27.249,20463775.00,"28.450, 28.514",1568657.00,1345112.00,2913769.00,29.084,4067515.00,29.405,7652299.00,31.739,1020688.00,226259216.00,C23 PRESUMED FROM RTS OF OTHER ONES
F32A,MYM,SAMEPROP,REVERT,Eighteen,1.00,1.00,,2.58,2.58,0.00,1.00,1.00,59.00,9.00,7.00,16.00,1.00,,2.00,18.00,9-Sep,,,,,,,,,,,,,,,,,,,,,UNDETECTABLE,0.00,16.417-PRESUMED,241568.00,19.079,1413191.00,UNDETECTABLE,,,0.00,21.675,1109628.00,22.082,3126233.00,UNDETECTABLE,,,0.00,24.536,8847488.00,"26.240, 26.301",769229.00,542708,1311937.00,26.867,10057285.00,27.465,38302047.00,"28.484, 28.626",1462929.00,1559578.00,3022507.00,29.072,2524803.00,29.626,9156413.00,UNDETECTABLE,0.00,158800846.00,
F105_2,OGO,SAMEPROP,GAMERGATE,Eighteen,,,,3.03,3.03,6.00,1.00,1.00,4.00,3.00,7.00,18.00,0.00,,1.00,7.00,9-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.796,1345712.00,16.423,7775996.00,19.089,15051930.00,"21.282, 21.355",17360419.00,7664711.00,25025130.00,21.689,16394343.00,22.114,50805796.00,"23.830, 23.889",71628706.00,27548720.00,99177426.00,24.592,114038165.00,"26.215, 26.271",49608290.00,19386781,68995071.00,26.896,42427122.00,27.274,80701102.00,"28.461, 28.522",7853310.00,8075330.00,15928640.00,29.093,32618931.00,29.427,54455313.00,31.759,21842214.00,1376365868.00,
F105_2,GWG,SAMEPROP,WORKER,Eighteen,,,,2.60,2.60,0.00,1.00,0.00,4.00,3.00,7.00,18.00,1.00,,1.00,7.00,9-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.928,371255669.00,16.473,63023933.00,19.123,65637285.00,"21.293, 21.367",9166604.00,29734103.00,38900707.00,21.689,4244256.00,22.162,237387695.00,"23.627, 23.839",1161188.00,9315646.00,10476834.00,24.549,11502341.00,"25.637, 25.735",343492.00,1530926,1874418.00,26.886,2481466.00,27.211,9446192.00,28.309,1196032.00,,1196032.00,29.079,935933.00,29.392,6043308.00,31.737,2506318.00,2313858504.00,
F105_2,OYO,SAMEPROP,unclear,Eighteen,,,,2.75,2.75,1.00,1.00,1.00,4.00,3.00,7.00,18.00,0.00,,1.00,7.00,9-Sep,,PYENSON_SOLVENT MS long April 2021.M,,13.92,15.23,16.58,17.91,19.26,20.58,21.87,23.14,24.39,25.55,26.73,27.86,28.96,30.02,31.20,32.55,210907_C20_C39_ALKSTANDARD_PENTANE.D,13.807,14591356.00,16.436,26348230.00,19.099,29770740.00,"21.282, 21.368",2116101.00,42189200.00,44305301.00,21.685,1218161.00,22.139,118993622.00,"23.768, 23.839",1363198.00,2713494.00,4076692.00,24.546,2836120.00,undetectable,,,0.00,26.882--indirect,494135.00,27.21,3769916.00,28.306,29786.00,,29786.00,undetectable,0.00,29.394,1554625.00,31.735--indirect,540367.00,576992736.00,
SAFC13,BOB,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.79,2.79,7.00,1.00,1.00,51.00,8.00,13.00,46.00,0.00,,2.00,20.00,1/4/22,1/4/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,,0.00,20.656,662697.00,21.057,483281.00,"22.757, 22.822",948467.00,380774.00,1329241.00,23.537,2270041.00,"25.160, 25.218",1789412.00,532484,2321896.00,25.849,1434886.00,26.214,1135307.00,"27.407, 27.478",515593.00,681411.00,1197004.00,28.048,549806.00,28.382,1551401.00,30.476,622815.00,14661353.00,
SAFC13,GBG,SAMEPROP,GAMERGATE,Eighteen,,,1.00,2.89,2.89,7.00,1.00,1.00,51.00,8.00,13.00,46.00,0.00,,2.00,20.00,1/4/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.833,1423192.00,15.359,8557333.00,17.967,33729006.00,"20.118, 20.195",17507914.00,7613817.00,25121731.00,20.548,78949569.00,20.956,88500739.00,"22.651, 22.719",121829234.00,69415514.00,191244748.00,23.439,272522831.00,"25.062, 25.122",199934433.00,91312009,291246442.00,25.758,201281021.00,26.134,279799005.00,"27.303, 27.369",46679077.00,63526720.00,110205797.00,27.952,93162706.00,28.299,311207799.00,30.367,76442394.00,3616999276.00,
SAFC13,BLUE,SAMEPROP,NG,Eighteen,,,1.00,2.49,2.49,6.00,1.00,0.00,51.00,8.00,13.00,46.00,0.00,,2.00,20.00,1/4/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.83,2552736.00,15.36,8964071.00,17.964,18192333.00,"20.121, 20.190",35494255.00,10346853.00,45841108.00,20.531,20437954.00,20.946,57040767.00,"22.650, 22.712",130531749.00,49645373.00,180177122.00,23.402,101284898.00,"25.044, 25.098",130827991.00,44096998,174924989.00,25.724,49422926.00,26.093,99717203.00,"27.287, 27.353",35843357.00,39160334.00,75003691.00,27.931,44963481.00,28.252,117825104.00,30.34,64270363.00,2265412314.00,
SAFC13,GREEN,SAMEPROP,WORKER,Eighteen,,,1.00,2.49,2.49,0.00,0.00,0.00,51.00,8.00,13.00,46.00,1.00,,2.00,20.00,1/4/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.831,3747122.00,15.373,66182594.00,17.991,109255721.00,"20.017, 20.084",4611836.00,46665684.00,51277520.00,20.547,59072912.00,20.952,26598238.00,"22.654, 22.720",26905009.00,91799704.00,118704713.00,23.396,21089670.00,"24.961, 25.083",12751341.00,29873015,42624356.00,25.708,5708154.00,25.976,7339488.00,"27.224, 27.311",3126206.00,3515722.00,6641928.00,"27.903, 27.927",4351658.00,28.179,6243032.00,30.287,8922664.00,1378884082.00,
F105,YGY,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.90,2.90,7.00,1.00,1.00,4.00,3.00,9.00,47.00,0.00,,5.00,9.00,1/5/22,2/22/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,,,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,22.683--INDIRECT,295049.00,,295049.00,23.459--INDIRECT,701528.00,25.084--INDIRECT,457750.00,,457750.00,UNDETECTABLE,0.00,26.142--INDIRECT,440870.00,UNDETECTABLE,0.00,,0.00,UNDETECTABLE,0.00,28.302--INDIRECT,393119.00,UNDETECTABLE,0.00,4132695.00,
F105,GYG,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.65,2.65,5.00,1.00,1.00,4.00,3.00,9.00,47.00,0.00,,5.00,9.00,1/5/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.838,533052.00,15.363,1394213.00,17.966,5229256.00,"20.117, 20.190",2239430.00,1040423.00,3279853.00,20.532,13676135.00,20.937,14358252.00,"22.625, 22.698",19655163.00,9880395.00,29535558.00,23.389,45225859.00,"25.016, 25.082",23823799.00,10603340,34427139.00,25.708,20655119.00,26.079,39250876.00,"27.277, 27.343",5399009.00,8427258.00,13826267.00,27.92,12782940.00,28.238,32940742.00,30.343,36186361.00,601508019.00,
F105,GOW,INCRPROP,REVERT,Eighteen,1.00,1.00,,2.72,2.72,0.00,1.00,1.00,4.00,3.00,9.00,47.00,0.00,,5.00,9.00,1/5/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.385,15253280.00,15.365,19852829.00,17.965,7832258.00,"20.115, 20.192",875532.00,7468609.00,8344141.00,20.528,6816679.00,20.935,7907972.00,"22.622, 22.698",4097975.00,24591463.00,28689438.00,23.381,28098741.00,"25.009, 25.081",8781635.00,25199023,33980658.00,25.713,34180162.00,26.071,17525608.00,"27.278, 27.345",6228651.00,26093931.00,32322582.00,27.92,31000306.00,28.232,26813473.00,30.34,47090766.00,1358941597.00,
F105,UMW,INCRPROP,WORKER,Eighteen,1.00,1.00,,2.89,2.89,1.00,1.00,0.00,4.00,3.00,9.00,47.00,1.00,,5.00,9.00,1/5/22,2/27/22,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.834,9963230.00,15.369,30230784.00,17.974,36273687.00,"20.123, 20.200",2630056.00,20871249.00,23501305.00,20.531,2921900.00,20.948,50172287.00,"22.624, 22.720--indirect",1152101.00,3967271.00,5119372.00,23.382,5091227.00,"24.924, 25.081",754836.00,457440,1212276.00,25.719,1096806.00,26.049,2055912.00,undetectable,,,0.00,27.929,1806958.00,28.23,2935332.00,30.343,14268498.00,455402741.00,
64C,WOW,SAMEPROP,GAMERGATE,Eighteen,,,,2.97,2.97,12.00,1.00,1.00,4.00,0.00,8.00,29.00,0.00,,1.00,18.00,2/26/22,,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.839,1641347.00,15.366,8690575.00,17.973,21395538.00,"20.127, 20.201",20001967.00,7751628.00,27753595.00,20.545,38181416.00,20.966,93054378.00,"22.658, 22.722",110176219.00,45280596.00,155456815.00,23.445,216360343.00,"25.064, 25.117",145925627.00,46184114,192109741.00,25.755,120665705.00,26.137,246068977.00,"27.307, 27.365",33698707.00,29452117.00,63150824.00,27.96,113269209.00,28.304,264562058.00,30.367,83922367.00,2691084533.00,
64C,UMW2,SAMEPROP,WORKER,Eighteen,,,,,,,,,4.00,3.00,9.00,47.00,1.00,,1.00,18.00,2/26/22,,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.835,4803450.00,15.377,63301775.00,17.98,44649429.00,"20.130, 20.211",11095271.00,56087572.00,67182843.00,20.539,17781368.00,20.958,81825664.00,"22.643, 22.734",14078137.00,144914264.00,158992401.00,23.411,114711449.00,25.101,58488015.00,,58488015.00,25.736,90405722.00,26.218,11228754.00,"27.335, 27.422",5217000.00,1529474.00,6746474.00,27.925,48882867.00,28.227,29176913.00,30.339,24014831.00,1715081978.00,
64C,UMW3,SAMEPROP,WORKER,Eighteen,,,,2.73,2.73,0.00,0.00,0.00,4.00,0.00,8.00,29.00,1.00,,1.00,18.00,2/26/22,,PYENSON_SOLVENT MS long April 2021.M,,12.99,14.26,15.56,16.87,18.20,19.50,20.77,22.03,23.28,24.43,25.58,26.70,27.79,28.83,29.87,31.01,220222_alkanestd_c20_c39_pentane.D,12.831,4195490.00,15.373,54197277.00,17.984,70177691.00,"20.152, 20.254",79024326.00,252142492.00,331166818.00,20.544,16216419.00,20.987,211265041.00,"22.644, 22.704",5525526.00,18543957.00,24069483.00,23.38,23091034.00,UNDETECTABLE,0.00,0,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,0.00,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,UNDETECTABLE,0.00,1206033932.00,anything after 24 mins is contamination--JL
F111_1,PGP,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.54,2.54,5.00,1.00,1.00,0.00,0.00,5.00,30.00,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,UNDETECTABLE,0.00,15.284--INDIRECT,405252.00,17.875--INDIRECVT,804897.00,"20.020, 20.095",896689.00,345435.00,1242124.00,20.434,1371188.00,20.842,5003524.00,"22.524, 22.594",4432138.00,1845318.00,6277456.00,23.284,14100139.00,"24.910, 24.979",4377392.00,1708399,6085791.00,25.608,5639159.00,25.972,10151648.00,"27.175, 27.243",909610.00,1021892.00,1931502.00,27.82,2910848.00,28.142,7825362.00,30.258,3324639.00,102906284.00,
F111_1,GPG,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.56,2.56,5.00,1.00,1.00,0.00,0.00,5.00,30.00,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.752,707387.00,15.264,3625519.00,17.86,7169999.00,"20.013, 20.086",10681972.00,6079832.00,16761804.00,20.424,10307117.00,20.842,39065973.00,"22.526, 22.596",36948519.00,22713296.00,59661815.00,23.297,82919552.00,"24.907, 24.975",14884813.00,9447652,24332465.00,25.607,24978426.00,25.981,58279507.00,"27.168, 27.236",1558055.00,3351797.00,4909852.00,27.813,8385979.00,28.135,26000140.00,30.226,10364964.00,548310484.00,
F111_1,WPW,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.51,2.51,4.00,1.00,1.00,0.00,0.00,5.00,30.00,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.762,487447.00,15.275,6351383.00,17.87,8276980.00,"20.109, 20.195",43746817.00,1636947.00,45383764.00,20.433,8424918.00,20.851,36868522.00,"22.53, 22.613",7703098.00,57739198.00,65442296.00,23.303,71626745.00,"24.913, 24.98",1987230.00,4142619,6129849.00,25.62,17432510.00,25.986,36113925.00,"27.180, 27.237",401157.00,666441.00,1067598.00,27.821,4024650.00,28.137,11759862.00,30.232,4367671.00,455942340.00,
F111_1,PWP,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.42,2.42,3.00,1.00,1.00,0.00,0.00,5.00,30.00,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.762,936166.00,15.274,5336037.00,17.867,5246457.00,"20.018, 20.098",11543074.00,16107003.00,27650077.00,20.429,3849078.00,20.846,34367269.00,"22.529, 22.606",31483126.00,37754318.00,69237444.00,23.301,74958500.00,"24.913, 24.979",7558720.00,7911259,15469979.00,25.614,22041574.00,25.98,42638273.00,"27.175, 27.235",503616.00,1419322.00,1922938.00,27.82,5741535.00,28.137,14280204.00,30.228,5432956.00,482784317.00,
F111_1,PBP,INCRPROP,GAMERGATE,Eighteen,1.00,1.00,,2.53,2.53,3.00,1.00,1.00,0.00,0.00,5.00,30.00,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.77,540149.00,15.275,4960911.00,17.871,9106511.00,"20.105, 20.194",37856912.00,1405148.00,39262060.00,20.433,10369664.00,20.85,42220905.00,"22.525, 22.611",6500036.00,58453404.00,64953440.00,23.301,87814484.00,"24.906, 24.979",1881792.00,5015780,6897572.00,25.627,23161315.00,25.987,62318685.00,"27.240, 27.399",1129051.00,254047.00,1383098.00,27.818,4217439.00,28.139,15239972.00,30.236,4439961.00,486624861.00,
F111_1,UMW,INCRPROP,WORKER,Eighteen,1.00,1.00,,,,,,,,,,,0.00,,5.00,6.00,,4/11/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.782,171404910.00,15.277,35486205.00,17.867,3967036.00,"20.019, 20.094--INDIRECT",288583.00,411947.00,700530.00,20.429--INDIRECT,1007874.00,20.834,1290591.00,"22.516, 22.592--INDIRECT",381599.00,792277.00,1173876.00,23.273,3508488.00,"24.816, 24.972",799124.00,1855805,2654929.00,25.602,13921823.00,25.968--INDIRECT,1793028.00,"27.232, 27.329",5839558.00,871981.00,6711539.00,27.819,21958264.00,28.127,7111395.00,30.223,13135279.00,621961526.00,
F103,YGY,SAMEPROP,GAMERGATE,Eighteen,,,,2.83,2.83,9.00,1.00,1.00,1.00,1.00,3.00,52.00,0.00,,2.00,17.00,4/12/22,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,UNDETECTABLE,0.00,15.278--INDIRECT INFERENCE,472267.00,17.860--INDIRECT INFERENCE,1540086.00,"20.007, 20.083",1277177.00,625207.00,1902384.00,20.421,9567513.00,20.827,10723899.00,"22.515, 22.583",19202433.00,9406707.00,28609140.00,23.282,54372705.00,"24.919, 24.979",62913468.00,19642703,82556171.00,25.606,43325997.00,25.979,73487975.00,"27.172, 27.238",18236242.00,17027259.00,35263501.00,27.815,25944894.00,28.147,85188320.00,30.23,34510704.00,664420998.00,"C23 UNDETECTABLE, C25 INDIRECTLY INFERRED BASED ON RT"
F103,YOY,SAMEPROP,GAMERGATE,Eighteen,,,,2.53,2.53,8.00,1.00,1.00,1.00,1.00,3.00,52.00,0.00,,2.00,17.00,4/12/22,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.762,312906.00,15.270--INDIRECT INFERENCE,699747.00,17.861,2075423.00,"20.010, 20.082",1336834.00,982151.00,2318985.00,20.424,9480992.00,20.83,11892059.00,"22.519, 22.589",24127424.00,12897359.00,37024783.00,23.291,64995487.00,"24.927, 24.987",89837630.00,26584765,116422395.00,25.618,57961766.00,25.982,80188370.00,"27.183, 27.247",31644744.00,29457857.00,61102601.00,27.82,31123018.00,28.152,98674342.00,30.235,40942328.00,903527161.00,C25 INDIRECTLY INFERRED
F103,OGO,SAMEPROP,WORKER,Eighteen,,,,2.55,2.55,0.00,1.00,1.00,1.00,1.00,3.00,52.00,0.00,,2.00,17.00,4/12/22,4/12/22,PYENSON_SOLVENT MS long April 2021.M,,12.83,14.08,15.37,16.67,17.99,19.29,20.57,21.82,23.05,24.21,25.38,26.50,27.61,28.67,29.71,30.84,220410_ALKSTD_C20_C39_PENTANE_#2,12.745,4379490.00,15.282,77640816.00,17.876,67952843.00,"20.000, 20.086",338622.00,11336992.00,11675614.00,20.425,17668248.00,20.841,59792604.00,"22.436, 22.599",574873.00,57490187.00,58065060.00,23.307,182177899.00,"24.819, 24.942",4993394.00,17412420,22405814.00,25.635,128696159.00,25.972,53832978.00,"27.169, 27.312",2424393.00,468784.00,2893177.00,27.82,36258538.00,28.134,53226453.00,30.229,40698429.00,1117686381.00,
